1	4007.26
2	4698.08
3	4010.79
4	3563.72
5	3942.34
6	1596.83
7	3970.35
8	3037.87
9	2721.23
10	1613.16
11	1813.66
12	1501.92
13	1317.45
14	1876.63
15	2018.05
16	1623.80
17	1327.65
18	1543.29
19	1486.15
20	1350.91
21	1858.04
22	2180.93
23	1133.56
24	1817.32
25	1590.18
26	1436.47
27	1483.71
28	1001.22
29	1026.73
30	1434.01
31	1446.67
32	1616.39
33	1592.48
34	1204.59
35	1378.19
36	1843.93
37	2740.04
38	1646.56
39	1457.49
40	1403.97
41	1514.31
42	1794.44
43	2029.33
44	1149.23
45	838.15
46	694.23
47	3358.92
48	2869.42
49	1416.30
50	1502.18
51	1524.75
52	1726.00
53	1905.37
54	1208.96
55	1036.01
56	2896.48
57	2212.53
58	2958.28
59	2354.58
60	2991.62
61	3090.40
62	2365.58
63	2493.63
64	1542.60
65	2520.51
66	2302.25
67	943.06
68	2402.46
69	2933.25
70	2185.76
71	2196.54
72	4885.67
73	2588.39
74	2093.76
75	2157.74
76	1862.26
77	1246.46
78	1706.22
79	2003.89
80	2154.17
81	2315.15
82	2391.37
83	2287.38
84	2894.55
85	2309.05
86	2401.02
87	2065.35
88	2374.15
89	1711.94
90	1855.56
91	1695.87
92	2576.33
93	1320.47
94	1334.39
95	1547.39
96	997.91
97	1747.16
98	1294.53
99	1140.05
100	1569.04
101	1265.31
102	1860.10
103	1045.79
104	1903.17
105	1328.24
106	2186.02
107	1319.84
108	2623.81
109	2227.19
110	1970.27
111	1973.33
112	2412.94
113	3802.65
114	4186.16
115	3224.78
116	1893.33
117	1456.70
118	2110.22
119	2206.25
120	1736.66
121	2100.71
122	1511.72
123	2528.03
124	2039.15
125	1158.31
126	2548.17
127	1824.82
128	2458.51
129	3191.12
130	2695.07
131	1546.31
132	4282.32
133	2448.83
134	1299.42
135	2328.76
136	1952.73
137	1803.17
138	1130.05
139	1257.90
140	837.45
141	1527.53
142	1667.77
143	2094.51
144	2667.31
145	1728.28
146	3747.13
147	1666.75
148	2552.28
149	2074.99
150	1631.51
151	2131.85
152	1864.84
153	899.24
154	2478.90
155	1995.18
156	3736.08
157	1690.73
158	1208.19
159	1329.16
160	1523.24
161	716.06
162	1313.60
163	2056.64
164	2177.24
165	2706.97
166	2678.66
167	1683.40
168	1399.97
169	2403.99
170	3150.30
171	2099.50
172	3177.82
173	1773.00
174	1742.06
175	1326.76
176	1070.31
177	1946.54
178	1798.17
179	1666.00
180	2139.67
181	2162.73
182	3397.97
183	2799.00
184	3047.33
185	1965.28
186	2028.95
187	2467.52
188	2968.41
189	1858.84
190	3246.07
191	3800.01
192	2199.10
193	1720.66
194	1047.48
195	3455.99
196	1918.99
197	3788.26
198	3486.64
199	3312.34
200	2556.57
201	3469.73
202	3203.13
203	2964.92
204	4120.61
205	1359.88
206	2203.40
207	1189.37
208	960.35
209	1272.32
210	1016.84
211	1750.31
212	1278.89
213	1642.20
214	2050.74
215	2561.36
216	1601.96
217	1449.66
218	1842.13
219	3044.81
220	1995.81
221	1709.58
222	1172.64
223	1503.64
224	1749.29
225	1188.25
226	2111.59
227	1416.65
228	1523.20
229	1536.93
230	2252.04
231	1879.93
232	1574.76
233	1679.71
234	1863.91
235	2976.14
236	1449.51
237	1587.66
238	2488.34
239	3880.75
240	2327.72
241	1454.56
242	4189.90
243	2903.98
244	3228.59
245	2082.88
246	2341.64
247	2780.27
248	2890.05
249	2894.23
250	2708.10
