1	3633.54
2	3182.55
3	2944.92
4	3621.09
5	2725.60
6	2759.32
7	2938.39
8	3408.05
9	2859.06
10	3184.61
11	2859.94
12	3021.50
13	1920.98
14	3608.36
15	3413.28
16	2379.90
17	1672.57
18	3738.42
19	2939.54
20	3376.93
21	3206.46
22	3116.83
23	3496.82
24	3148.00
25	2057.51
26	3249.84
27	2739.83
28	3006.96
29	3019.79
30	3081.61
31	2631.15
32	2624.28
33	2372.91
34	3458.52
35	2956.97
36	3136.61
37	3427.42
38	2331.98
39	2342.62
40	2821.87
41	3255.31
42	2475.54
43	2534.23
44	3177.09
45	3067.15
46	3188.56
47	3256.27
48	3432.26
49	2041.63
50	2982.34
51	3094.14
52	2059.30
53	2956.61
54	3443.72
55	2149.59
56	2931.13
57	2621.97
58	3263.48
59	2348.85
60	2344.73
61	3557.35
62	3151.11
63	3595.00
64	3343.54
65	3217.71
66	2970.06
67	2249.12
68	2906.60
69	3013.11
70	3163.32
71	2453.80
72	2955.66
73	3769.08
74	2634.29
75	2963.05
76	2998.80
77	2451.24
78	3091.06
79	3015.79
80	1721.46
81	4017.90
82	3597.63
83	3515.43
84	3338.78
85	2738.86
86	2310.43
87	2675.10
88	3161.28
89	3865.34
90	2408.98
91	3843.80
92	2383.85
93	3311.82
94	2873.67
95	1934.00
96	4159.83
97	2306.72
98	2556.29
99	2684.53
100	2722.29
101	3016.44
102	3074.64
103	3956.03
104	3620.89
105	3391.61
106	2581.30
107	3447.13
108	2810.56
109	2765.64
110	3182.94
111	2312.32
112	1707.46
113	2703.23
114	2488.32
115	3336.68
116	2778.73
117	3629.80
118	2647.61
119	3223.15
120	3155.19
121	3106.07
122	2425.36
123	2940.08
124	2846.71
125	2621.42
126	2757.41
127	2668.36
128	2754.86
129	2479.23
130	2299.99
131	2587.25
132	2765.43
133	3410.21
134	2615.97
135	3688.74
136	2229.31
137	3860.04
138	2998.93
139	1826.70
140	3263.45
141	1797.33
142	3080.60
143	4035.62
144	2826.93
145	3153.51
146	3246.48
147	2722.52
148	3320.24
149	2722.56
150	3349.25
151	2410.99
152	2945.23
153	2764.73
154	2520.83
155	2954.28
156	2173.16
157	2090.10
158	2183.36
159	2508.31
160	3331.29
161	2934.92
162	3533.98
163	3403.55
164	2669.44
165	2229.60
166	2923.86
167	2736.10
168	3522.06
169	2543.18
170	3699.78
171	3037.13
172	3142.20
173	2552.48
174	2402.08
175	2821.99
176	2920.65
177	2179.55
178	2965.22
179	2525.67
180	3120.68
181	3398.13
182	1964.54
183	2547.19
184	2774.47
185	1784.21
186	1612.93
187	2063.24
188	3357.70
189	3719.30
190	2591.05
191	2684.22
192	2998.86
193	3317.23
194	3349.92
195	4162.98
196	3146.39
197	2326.01
198	4069.32
199	2411.07
200	2557.51
201	3363.58
202	2997.77
203	2944.12
204	2912.96
205	2240.21
206	2267.27
207	2071.74
208	3287.93
209	2462.12
210	2042.68
211	3148.28
212	2783.02
213	2258.42
214	3055.13
215	3129.83
216	3161.70
217	2604.97
218	2733.03
219	2693.95
220	2992.24
221	3165.25
222	3731.38
223	2602.44
224	2595.66
225	2821.72
226	3490.63
227	2710.77
228	3374.18
229	2542.19
230	2482.00
231	3816.56
232	3340.17
233	3193.91
234	2913.32
235	2610.11
236	3497.62
237	3475.63
238	2029.04
239	2334.08
240	2725.85
241	3652.07
242	3105.55
243	3563.83
244	2621.41
245	3148.55
246	2599.24
247	1972.43
248	3063.89
249	2929.52
250	2529.15
