1	768.95
2	2018.45
3	1118.94
4	2817.25
5	4756.55
6	2693.01
7	2721.02
8	1332.34
9	2242.60
10	2167.55
11	717.77
12	3230.44
13	3035.20
14	1144.64
15	1722.56
16	4419.42
17	2645.91
18	3395.99
19	2395.94
20	3054.56
21	2338.39
22	3416.97
23	2666.93
24	2586.24
25	3607.16
26	3518.03
27	3119.44
28	3629.59
29	2330.77
30	1617.97
31	2692.18
32	4462.57
33	1764.07
34	2843.37
35	4578.20
36	4213.83
37	989.02
38	2867.97
39	3391.39
40	584.69
41	1917.34
42	1620.46
43	858.24
44	566.43
45	846.61
46	4162.15
47	2020.80
48	3845.56
49	4340.60
50	2454.97
51	3671.89
52	3600.49
53	3268.24
54	1751.19
55	1767.04
56	2186.10
57	3127.78
58	2358.82
59	3936.62
60	2693.84
61	3220.37
62	2668.54
63	2153.10
64	2211.80
65	2942.54
66	2854.93
67	2488.26
68	2627.64
69	1773.57
70	2288.81
71	1420.31
72	2044.14
73	1737.66
74	4195.31
75	2466.40
76	1997.45
77	3818.85
78	3753.48
79	3516.04
80	2952.62
81	2226.74
82	2992.64
83	1943.89
84	4493.59
85	3257.98
86	2350.13
87	3984.57
88	3313.03
89	2151.88
90	1446.24
91	2751.42
92	1393.09
93	2281.78
94	2678.73
95	1176.90
96	2862.00
97	1732.97
98	1732.06
99	2325.49
100	2191.41
101	3002.81
102	2161.22
103	1976.31
104	4406.80
105	3969.53
106	2405.40
107	3519.61
108	2607.04
109	3837.76
110	1116.75
111	3245.94
112	1756.96
113	1626.42
114	2350.48
115	1039.45
116	1444.49
117	1046.87
118	1624.48
119	1747.22
120	2439.89
121	1175.87
122	1408.98
123	3118.33
124	3237.85
125	3239.09
126	3397.30
127	5028.90
128	4201.62
129	4664.33
130	4320.08
131	2909.38
132	1218.83
133	2496.87
134	1643.90
135	3169.33
136	2157.17
137	1771.35
138	1025.25
139	1115.46
140	1329.57
141	1028.06
142	801.38
143	837.39
144	1007.39
145	1376.56
146	1030.27
147	803.16
148	1284.88
149	1275.72
150	1039.75
151	1148.59
152	1334.26
153	1177.27
154	3496.88
155	1851.23
156	2089.35
157	3153.01
158	2149.23
159	1667.09
160	2957.62
161	1749.91
162	1366.97
163	1583.84
164	1331.73
165	779.99
166	1494.33
167	2732.50
168	1955.48
169	1941.04
170	3260.39
171	2145.49
172	2354.45
173	2200.48
174	3743.03
175	1846.51
176	4539.04
177	3845.72
178	3618.34
179	3327.02
180	4347.78
181	1498.89
182	3927.17
183	3024.37
184	3333.63
185	2237.76
186	1900.35
187	2341.95
188	3447.39
189	2724.18
190	1769.73
191	1938.61
192	1520.23
193	1554.15
194	1466.53
195	1889.73
196	1677.39
197	2015.25
198	3027.58
199	1711.35
200	2692.02
201	2581.95
202	2807.10
203	1295.56
204	2415.25
205	2303.98
206	2150.45
207	1689.73
208	1869.58
209	1832.86
210	1485.57
211	1380.98
212	1583.45
213	2621.41
214	2031.15
215	2373.60
216	3476.03
217	3366.92
218	1596.41
219	2834.95
220	3318.19
221	4031.54
222	2263.40
223	2184.44
224	2133.99
225	2515.66
226	2904.52
227	2832.39
228	1503.73
229	2996.33
230	3549.28
231	3501.56
232	2809.34
233	2082.51
234	2292.39
235	4314.25
236	2111.70
237	2466.56
238	1677.01
239	1719.12
240	2433.44
241	1947.64
242	2270.34
243	1125.85
244	886.83
245	2523.44
246	2295.69
247	2278.23
248	1575.84
249	1823.57
250	1396.97
